no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,booking_status
3,0,2,1,0,62,0,0,0,2,1
2,0,0,3,0,75,0,0,0,1,1
2,0,0,2,0,74,0,0,0,0,1
2,0,2,1,0,320,0,0,0,1,1
2,1,0,1,0,36,0,0,0,1,1
2,0,2,3,0,205,0,0,0,0,0
2,0,2,1,0,17,0,0,0,1,0
2,0,2,2,0,133,0,0,0,0,0
2,0,2,5,0,194,0,0,0,0,0
3,0,0,3,0,103,0,0,0,1,1
2,0,2,2,0,62,0,0,0,0,1
2,0,2,3,0,101,0,0,0,1,1
2,0,2,2,0,194,0,0,0,1,1
2,0,0,1,0,180,0,0,0,1,1
2,0,1,3,0,0,0,0,0,0,1
2,0,0,3,0,56,0,0,0,1,1
2,0,0,3,0,121,0,0,0,0,1
2,0,1,1,0,0,0,0,0,0,1
2,0,2,1,0,104,0,0,0,0,1
2,0,1,1,0,145,0,0,0,0,0
1,0,2,2,0,116,0,0,0,0,1
1,0,0,3,0,166,0,0,0,0,0
2,0,2,3,0,84,0,0,0,1,0
1,0,0,2,0,103,0,0,0,0,0
2,0,1,0,0,141,0,0,0,0,1
2,0,0,3,0,12,0,0,0,0,1
2,0,1,0,1,74,0,0,0,0,1
2,0,0,1,0,46,0,0,0,2,1
2,0,2,2,0,27,0,0,0,1,1
2,0,1,5,0,124,0,0,0,0,0
2,0,1,2,0,273,0,0,0,0,0
2,0,0,2,0,245,0,0,0,0,0
1,0,1,0,0,110,0,0,0,0,1
2,0,0,3,0,160,0,0,0,0,1
2,0,0,3,0,64,0,0,0,2,1
2,0,0,4,0,213,0,0,0,1,0
2,0,0,1,0,100,0,0,0,0,0
2,0,1,4,0,101,0,0,0,1,1
1,0,0,4,0,48,0,0,0,1,1
1,0,0,2,0,103,0,0,0,0,0
2,0,1,2,0,280,0,0,0,0,0
2,0,1,1,0,36,0,0,0,0,0
3,0,0,3,0,200,0,0,0,1,0
1,0,0,2,0,3,0,0,0,0,1
2,0,2,1,0,68,0,0,0,2,1
2,0,2,2,1,3,0,0,0,1,1
2,0,0,2,0,0,0,0,0,0,1
1,0,2,3,0,115,0,0,0,0,0
2,0,0,3,0,9,0,0,0,0,1
2,0,1,2,0,46,0,0,0,1,1
2,0,1,3,1,11,0,0,0,1,1
3,0,0,5,0,142,0,0,0,0,0
2,0,2,4,0,18,0,0,0,0,1
2,0,1,2,0,302,0,0,0,0,0
3,0,2,2,0,124,0,0,0,2,1
2,0,0,1,0,4,0,0,0,0,1
2,0,1,3,0,160,0,0,0,1,0
2,0,0,4,0,94,0,0,0,1,1
2,0,0,1,0,37,0,0,0,0,1
3,0,2,1,0,2,0,0,0,1,1
2,0,2,4,0,78,0,0,0,1,1
3,0,0,3,0,91,0,0,0,1,1
2,0,1,2,0,280,0,0,0,1,0
1,0,2,2,0,54,0,0,0,0,1
2,0,0,2,0,59,0,0,0,0,1
2,0,0,1,0,157,0,0,0,0,0
2,0,1,5,0,213,0,0,0,0,0
2,0,2,1,0,3,0,0,0,0,1
2,0,2,4,0,68,0,0,0,1,1
1,0,0,1,0,17,0,0,0,0,0
2,1,2,2,0,35,0,0,0,1,1
2,0,0,2,0,0,0,0,0,1,1
2,0,0,1,0,2,0,0,0,1,1
3,0,1,2,0,128,0,0,0,0,0
2,0,2,2,0,17,0,0,0,0,1
2,1,0,3,0,178,0,0,0,2,0
2,0,1,2,0,87,0,0,0,1,1
2,0,2,0,0,22,0,0,0,0,1
3,0,0,4,0,20,0,0,0,4,1
2,0,1,2,0,112,0,0,0,1,1
3,0,2,3,0,105,0,0,0,2,1
1,0,1,1,0,32,1,0,8,1,1
2,0,1,2,0,78,0,0,0,0,1
1,0,1,3,0,0,1,0,1,0,1
2,0,0,1,0,0,0,0,0,0,1
2,0,2,2,0,153,0,0,0,1,1
2,0,1,1,0,4,0,0,0,2,1
1,0,0,2,0,181,0,0,0,0,0
2,0,0,2,0,151,0,0,0,0,1
2,0,2,1,0,63,0,0,0,0,0
2,0,2,4,0,97,0,0,0,0,0
1,0,2,2,0,20,0,0,0,0,1
2,0,2,2,0,256,0,0,0,1,1
1,0,0,1,0,47,0,0,0,0,0
2,0,1,2,0,32,0,0,0,0,1
1,0,0,1,0,55,0,0,0,0,1
3,0,1,1,0,59,0,0,0,0,0
1,0,1,2,0,25,0,0,0,2,1
2,0,0,2,0,292,0,0,0,0,0
3,0,2,1,0,39,0,0,0,1,1
2,0,0,3,0,279,0,0,0,0,0
2,0,2,1,0,5,0,0,0,1,1
2,2,1,1,0,71,0,0,0,2,1
1,0,2,1,0,1,0,0,0,0,0
2,0,2,3,0,93,0,0,0,1,1
2,0,1,2,0,273,0,0,0,0,0
1,0,0,2,0,292,0,0,0,0,1
2,0,1,3,0,285,0,0,0,0,0
2,0,0,2,0,39,0,0,0,0,1
2,0,1,1,0,21,0,0,0,1,1
2,0,1,4,0,76,0,0,0,2,1
2,0,2,3,0,116,0,0,0,0,0
2,0,0,1,0,15,0,0,0,0,1
2,0,1,2,0,161,0,0,0,0,0
2,1,0,5,1,1,0,0,0,2,1
2,0,1,2,0,224,0,0,0,0,1
1,0,1,0,0,111,0,0,0,0,0
2,0,1,1,0,247,0,0,0,0,0
2,0,2,2,0,5,0,0,0,1,1
2,0,2,5,0,25,0,0,0,1,0
2,0,0,2,0,239,0,0,0,0,0
2,0,1,3,0,6,0,0,0,1,1
2,0,0,2,0,38,0,0,0,0,1
2,0,0,1,0,182,0,0,0,1,0
1,0,2,1,0,1,1,0,3,0,1
2,1,0,3,0,29,0,0,0,2,1
2,0,1,2,0,46,0,0,0,1,1
1,0,0,1,0,4,0,0,0,0,1
2,0,0,1,0,11,0,0,0,2,1
1,0,1,1,0,33,0,0,0,0,0
2,0,0,2,0,42,0,0,0,0,1
2,0,1,1,0,301,0,0,0,1,0
2,1,2,1,0,221,0,0,0,0,1
2,0,0,1,0,14,0,0,0,0,1
2,0,0,3,0,7,0,0,0,0,1
1,0,0,5,0,174,0,0,0,0,0
2,0,0,3,0,105,0,0,0,0,0
2,1,0,1,0,21,0,0,0,2,1
2,0,0,3,0,98,0,0,0,0,1
2,0,1,2,0,185,0,0,0,0,0
1,0,0,2,0,3,0,0,0,1,1
2,0,2,1,0,106,0,0,0,2,1
2,0,0,3,0,98,0,0,0,2,0
1,0,2,3,0,23,0,0,0,0,0
2,0,2,1,0,87,0,0,0,1,1
2,0,0,1,0,55,0,0,0,0,1
2,0,2,1,0,7,0,0,0,0,1
1,0,2,2,0,60,0,0,0,0,0
2,0,0,2,0,211,0,0,0,0,0
3,0,2,3,0,132,0,0,0,0,0
2,0,0,2,0,58,0,0,0,1,1
2,0,1,1,0,70,0,0,0,0,0
2,0,1,2,0,95,0,0,0,3,1
2,0,1,1,0,95,0,0,0,0,1
2,0,0,1,0,1,0,0,0,0,0
2,0,1,4,0,62,0,0,0,0,0
2,0,0,4,0,1,0,0,0,0,1
1,0,0,1,0,13,0,0,0,1,1
2,0,2,3,0,35,0,0,0,0,1
1,0,0,3,0,322,1,1,0,0,0
2,0,0,2,0,46,0,0,0,3,1
2,0,0,3,0,37,0,0,0,1,0
2,0,0,2,0,1,0,0,0,2,1
2,0,1,1,0,21,0,0,0,0,1
1,0,0,2,0,181,0,0,0,0,0
2,0,1,4,0,100,0,0,0,2,1
2,0,1,2,0,98,0,0,0,1,1
2,0,0,2,0,30,0,0,0,0,1
1,0,1,0,0,3,0,0,0,0,1
2,0,1,1,0,167,0,0,0,1,1
2,0,0,3,0,34,0,0,0,1,1
2,0,2,0,0,146,0,0,0,0,0
2,0,0,2,0,22,0,0,0,0,1
1,0,0,3,0,37,0,0,0,0,1
2,0,2,3,0,28,0,0,0,2,1
3,0,2,1,0,22,0,0,0,0,1
2,0,2,2,0,103,0,0,0,0,1
2,0,1,0,0,12,0,0,0,0,1
2,0,1,2,0,305,0,0,0,0,0
2,0,1,3,0,75,0,0,0,0,1
2,0,2,1,0,103,0,0,0,0,0
1,0,1,2,0,159,0,0,0,0,0
1,0,1,3,0,15,0,0,0,0,1
2,0,1,3,0,322,0,0,0,0,0
2,0,0,1,0,40,0,0,0,0,0
2,0,1,1,0,98,0,0,0,2,1
2,0,2,1,0,194,0,0,0,0,0
1,0,0,1,1,30,0,0,0,2,1
2,0,0,4,0,93,0,0,0,0,1
1,0,1,0,0,3,1,2,5,3,1
1,0,0,4,0,34,0,0,0,1,0
2,0,2,3,0,9,0,0,0,0,1
2,0,1,3,0,170,0,0,0,2,0
2,0,2,3,0,303,0,0,0,0,0
1,0,0,1,0,55,0,0,0,2,1
2,0,2,3,0,3,0,0,0,0,1
2,0,0,3,0,137,0,0,0,1,1
2,0,0,1,0,38,0,0,0,0,0
2,2,0,3,0,7,0,0,0,1,0
2,0,0,1,0,55,0,0,0,0,1
2,0,2,0,0,150,0,0,0,1,1
2,0,1,5,0,144,0,0,0,1,1
2,2,1,2,0,40,0,0,0,2,1
2,0,2,5,0,213,0,0,0,1,0
2,0,1,2,0,224,0,0,0,0,1
2,0,0,2,0,30,0,0,0,0,1
2,0,1,2,0,86,0,0,0,1,1
2,0,0,1,0,36,0,0,0,1,1
3,0,0,3,0,120,0,0,0,0,1
2,2,0,3,0,5,0,0,0,2,1
2,0,0,3,0,193,0,0,0,0,0
2,0,2,1,0,25,0,0,0,1,0
2,0,2,2,0,18,0,0,0,1,1
1,0,0,3,0,113,0,0,0,0,0
2,0,1,2,0,95,0,0,0,0,0
2,0,1,3,0,285,0,0,0,0,0
2,0,0,1,0,118,0,0,0,0,0
2,0,0,2,0,88,0,0,0,1,1
2,0,1,2,0,19,0,0,0,2,1
1,0,0,1,0,2,0,0,0,0,1
1,0,0,2,0,7,1,0,1,0,1
2,0,1,1,0,13,0,0,0,2,1
2,1,0,4,1,156,0,0,0,2,1
2,0,2,5,0,41,0,0,0,0,1
2,0,0,1,0,2,0,0,0,0,1
2,0,0,4,0,55,0,0,0,0,1
3,0,0,1,0,19,0,0,0,0,0
2,0,0,2,0,16,0,0,0,2,1
1,2,0,3,0,127,0,0,0,1,0
2,1,0,4,0,201,0,0,0,3,1
2,0,1,0,0,23,0,0,0,0,1
1,0,0,3,0,37,0,0,0,0,1
1,0,1,1,0,96,0,0,0,0,0
2,0,2,1,0,201,0,0,0,1,0
2,0,2,3,0,120,0,0,0,3,1
2,2,0,2,0,6,0,0,0,0,0
1,0,0,3,0,16,0,0,0,0,1
2,0,2,2,0,17,0,0,0,2,1
2,0,1,2,0,280,0,0,0,0,0
2,0,2,1,0,11,0,0,0,2,1
2,0,0,2,0,292,0,0,0,0,0
2,0,1,2,0,3,0,0,0,1,1
2,0,0,1,0,90,0,0,0,0,0
2,0,0,2,1,259,0,0,0,2,0
1,0,0,2,0,5,1,2,6,0,1
2,0,1,2,0,9,0,0,0,0,1
2,0,0,4,0,72,0,0,0,1,1
3,0,0,2,0,239,0,0,0,1,0
1,0,0,2,0,33,0,0,0,2,1
2,0,0,3,0,53,0,0,0,2,1
1,0,0,2,0,39,0,0,0,0,1
2,1,0,2,0,78,0,0,0,0,1
2,0,1,2,0,105,0,0,0,0,0
2,0,2,3,0,77,0,0,0,1,1
2,0,1,2,0,10,0,0,0,1,1
1,0,0,2,0,164,0,0,0,0,1
2,0,0,1,0,9,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,8,0,0,0,0,1
2,0,2,1,0,124,0,0,0,0,0
1,0,1,4,0,9,0,0,0,0,1
2,0,1,2,0,127,0,0,0,1,1
2,0,0,3,0,93,0,0,0,2,0
1,0,0,1,0,33,0,0,0,0,0
1,2,2,5,0,80,0,0,0,3,1
2,0,0,2,0,292,0,0,0,0,0
3,0,1,3,0,17,0,0,0,0,1
2,0,1,3,0,6,0,0,0,0,1
2,0,2,2,0,121,0,0,0,0,0
3,0,2,1,0,5,0,0,0,0,1
2,0,1,2,0,50,0,0,0,2,1
1,0,0,1,0,29,0,0,0,0,1
2,0,0,3,0,84,0,0,0,1,1
2,0,1,2,0,89,0,0,0,2,1
2,0,0,2,0,11,0,0,0,1,1
2,0,2,3,0,115,0,0,0,1,0
2,0,0,4,0,63,0,0,0,0,0
2,0,1,0,0,4,0,0,0,0,1
2,0,0,1,0,4,0,0,0,1,1
1,0,2,1,0,220,0,0,0,0,0
2,0,2,1,0,205,0,0,0,0,0
2,0,1,3,0,23,0,0,0,0,0
2,0,2,1,0,205,0,0,0,0,0
2,0,0,1,0,1,0,0,0,2,1
2,0,2,0,0,38,0,0,0,0,0
2,0,0,1,0,8,0,0,0,1,1
2,0,1,3,0,66,0,0,0,1,1
2,0,0,2,0,0,0,0,0,1,1
2,0,2,1,0,0,0,0,0,0,1
2,0,2,3,0,152,0,0,0,0,0
2,2,1,5,0,18,0,0,0,0,0
2,0,0,2,0,39,0,0,0,0,1
1,0,0,1,0,9,0,0,0,1,1
2,0,2,0,1,4,0,0,0,1,1
1,0,2,3,0,304,0,0,0,1,1
2,0,0,1,0,92,0,0,0,0,1
2,0,1,5,0,28,0,0,0,1,1
2,0,1,2,0,168,0,0,0,0,0
2,0,2,2,0,14,0,0,0,1,1
2,0,1,2,0,110,0,0,0,2,0
2,0,0,2,0,3,0,0,0,1,1
1,0,1,1,0,301,0,0,0,0,1
0,2,0,3,0,40,0,0,0,1,1
2,2,2,4,0,56,0,0,0,0,1
2,0,1,3,0,139,0,0,0,2,1
0,3,1,0,0,6,0,0,0,1,1
2,0,1,1,0,64,1,0,1,1,1
2,0,2,1,0,73,0,0,0,0,0
2,0,0,2,0,11,0,0,0,2,1
2,0,0,2,0,56,0,0,0,0,1
2,0,2,2,0,130,0,0,0,1,1
3,0,1,2,0,188,0,0,0,1,1
2,0,0,2,0,308,0,0,0,0,0
2,0,0,1,0,72,0,0,0,0,1
2,0,1,2,0,2,0,0,0,1,1
1,0,2,1,0,12,1,0,1,1,1
1,0,2,1,0,93,0,0,0,0,0
1,0,2,1,0,17,0,0,0,0,0
2,0,0,1,0,66,0,0,0,0,0
2,0,2,1,0,20,0,0,0,1,1
2,0,1,2,0,228,0,0,0,1,1
2,0,0,2,1,2,0,0,0,0,1
2,0,0,3,0,76,0,0,0,0,0
1,0,1,0,0,9,0,0,0,0,1
2,0,2,5,1,160,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,1
3,1,2,2,0,70,0,0,0,0,1
2,0,1,2,0,129,0,0,0,1,1
2,0,1,0,0,18,0,0,0,0,1
1,0,0,1,0,99,0,0,0,0,1
2,0,2,2,0,9,0,0,0,0,1
2,0,0,5,0,140,0,0,0,0,1
2,0,1,2,0,59,0,0,0,0,0
2,0,0,2,0,1,0,0,0,1,1
1,0,0,2,0,32,0,0,0,0,1
2,0,0,4,0,153,0,0,0,1,1
2,0,0,3,0,76,0,0,0,0,1
3,0,2,3,0,37,0,0,0,1,1
2,0,0,4,0,33,0,0,0,1,1
2,0,0,1,0,1,0,0,0,1,1
2,0,2,0,0,150,0,0,0,0,0
1,0,2,5,0,88,0,0,0,1,1
2,0,0,5,0,230,0,0,0,1,0
2,0,2,3,0,175,0,0,0,0,1
2,0,1,2,0,29,0,0,0,0,1
2,0,2,3,0,28,0,0,0,0,0
2,1,0,1,0,136,0,0,0,0,1
2,0,0,1,0,9,0,0,0,1,1
1,0,1,0,0,111,0,0,0,0,0
2,0,2,3,0,9,0,0,0,1,1
2,0,0,1,0,52,0,0,0,1,1
2,0,0,1,0,4,0,0,0,1,1
3,0,3,6,0,38,0,0,0,0,1
2,0,1,2,0,86,0,0,0,1,1
2,0,0,2,0,308,0,0,0,0,0
2,0,0,0,0,228,0,0,0,0,0
1,0,0,1,0,5,0,0,0,1,1
2,2,0,3,0,19,0,0,0,1,0
1,0,2,4,0,69,0,0,0,0,0
2,0,2,0,1,188,0,0,0,1,0
2,0,0,3,0,150,0,0,0,1,1
2,0,1,3,0,111,0,0,0,1,1
2,1,0,2,0,8,0,0,0,3,1
2,0,2,4,0,35,0,0,0,2,1
2,0,0,3,0,38,0,0,0,1,1
1,0,1,0,0,27,0,0,0,1,1
2,0,2,0,0,75,0,0,0,0,0
2,0,1,4,0,151,0,0,0,1,0
1,0,0,1,0,1,0,0,0,1,1
2,0,0,1,0,10,0,0,0,3,1
2,0,1,3,0,206,0,0,0,0,0
2,0,0,1,0,1,0,0,0,0,1
2,0,0,1,0,28,1,0,12,2,1
2,0,1,4,0,48,0,0,0,1,1
2,0,0,2,0,177,0,0,0,0,0
2,2,0,4,0,210,0,0,0,0,0
2,0,0,2,0,44,0,0,0,1,1
2,0,1,3,0,136,0,0,0,0,1
2,0,0,2,0,15,0,0,0,0,1
2,0,0,3,0,129,0,0,0,0,1
2,0,0,3,0,36,0,0,0,1,1
2,0,1,1,0,301,0,0,0,1,0
2,0,0,4,0,12,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,1
2,0,2,4,0,43,0,0,0,1,1
2,0,0,3,0,43,0,0,0,3,1
2,0,2,1,0,145,0,0,0,0,1
1,0,0,1,0,2,0,0,0,0,1
2,0,2,1,0,58,0,0,0,0,1
2,0,0,2,0,317,0,0,0,0,0
2,0,0,4,0,296,0,0,0,1,0
2,0,0,3,0,44,0,0,0,0,1
2,0,0,2,0,273,0,0,0,0,0
2,0,0,3,0,148,0,0,0,3,1
1,0,0,1,0,59,0,0,0,0,1
1,0,0,3,0,80,0,0,0,2,1
2,0,0,1,0,1,0,0,0,1,0
2,0,0,3,0,64,0,0,0,0,1
1,0,0,2,0,1,1,0,1,0,1
2,0,2,3,0,51,0,0,0,1,1
1,0,1,0,1,7,0,0,0,0,1
2,0,2,2,0,73,0,0,0,0,1
1,0,0,1,0,65,0,0,0,0,1
2,2,2,3,0,157,0,0,0,0,0
1,0,2,3,0,13,0,0,0,1,1
3,0,0,3,0,16,0,0,0,0,0
2,0,2,4,0,9,0,0,0,2,1
1,0,1,2,0,180,0,0,0,0,0
2,0,0,5,0,8,0,0,0,1,1
1,0,0,1,0,5,0,0,0,0,1
1,0,1,0,0,39,0,0,0,0,1
2,0,0,2,0,182,0,0,0,2,0
2,0,1,0,0,44,0,0,0,0,0
2,0,2,5,0,28,0,0,0,0,1
2,0,2,1,0,271,0,0,0,0,1
2,1,1,2,0,16,0,0,0,0,0
2,0,0,2,0,377,0,0,0,1,0
1,0,1,0,0,131,0,0,0,0,0
2,0,2,1,0,44,0,0,0,1,1
2,0,1,4,0,275,0,0,0,0,0
2,0,1,2,0,304,0,0,0,0,0
2,0,2,3,0,53,0,0,0,0,1
2,0,2,2,0,13,0,0,0,2,1
2,0,0,2,0,12,0,0,0,1,1
2,2,0,4,0,0,0,0,0,1,1
2,0,2,5,0,115,0,0,0,1,1
2,0,1,2,0,224,1,1,0,0,0
2,2,0,2,0,4,0,0,0,1,0
1,0,0,2,0,164,0,0,0,0,1
2,0,2,0,0,8,0,0,0,0,1
2,0,1,2,0,177,0,0,0,0,0
1,0,0,1,0,0,1,2,10,1,1
2,0,1,4,0,275,0,0,0,0,0
2,0,0,2,0,181,0,0,0,2,0
2,0,0,3,0,304,0,0,0,0,0
2,0,2,2,1,153,0,0,0,1,1
2,0,1,1,0,1,0,0,0,2,1
2,0,0,1,0,191,0,0,0,0,0
2,1,2,1,0,44,0,0,0,0,0
2,0,0,2,0,68,0,0,0,0,1
2,0,0,2,0,28,0,0,0,0,1
2,0,2,2,0,36,0,0,0,1,1
2,0,1,0,0,286,0,0,0,0,0
2,0,2,5,0,246,0,0,0,0,1
2,0,1,3,0,127,0,0,0,0,1
2,0,0,2,0,23,0,0,0,1,1
2,0,1,2,0,144,0,0,0,0,0
1,0,1,3,0,12,0,0,0,0,1
1,0,0,1,0,7,0,0,0,0,1
2,0,1,4,0,189,0,0,0,1,1
2,0,1,2,0,1,0,0,0,1,1
2,0,2,5,0,75,0,0,0,0,1
1,0,1,0,0,0,0,0,0,0,1
0,2,0,3,0,64,0,0,0,1,1
2,0,1,4,0,90,0,0,0,0,1
2,0,1,5,0,93,0,0,0,0,1
1,0,0,2,0,3,0,0,0,0,1
2,0,0,2,0,104,0,0,0,1,0
2,0,0,4,0,89,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,1
3,0,0,3,0,100,0,0,0,0,0
2,0,0,4,0,49,0,0,0,0,1
2,0,1,2,0,9,0,0,0,1,1
2,0,2,4,0,199,0,0,0,0,0
1,0,0,3,0,71,0,0,0,0,1
2,0,2,1,0,35,0,0,0,3,1
2,0,0,3,0,149,0,0,0,0,0
2,0,2,8,0,14,0,0,0,0,0
2,0,0,1,0,8,0,0,0,1,1
2,1,2,1,0,98,0,0,0,2,1
2,0,0,4,0,91,0,0,0,1,1
2,0,2,9,0,5,0,0,0,0,0
3,0,2,3,0,162,0,0,0,1,0
1,0,0,2,0,181,0,0,0,0,0
2,2,1,2,0,50,0,0,0,0,0
2,0,1,2,0,161,0,0,0,0,0
2,0,1,1,0,82,0,0,0,1,1
2,0,1,3,0,252,0,0,0,1,1
2,0,1,2,0,315,0,0,0,0,0
1,0,1,2,0,180,0,0,0,1,0
2,0,0,1,0,8,0,0,0,0,0
1,0,1,3,0,8,0,0,0,0,0
2,0,2,5,0,34,0,0,0,0,1
2,0,0,2,0,0,0,0,0,0,1
1,0,2,1,0,41,0,0,0,0,1
2,0,1,1,0,89,0,0,0,2,1
2,0,1,4,0,336,0,0,0,0,1
2,0,0,3,1,138,0,0,0,1,1
3,0,2,2,0,167,0,0,0,0,0
2,0,2,1,0,34,0,0,0,0,1
2,0,0,1,0,180,0,0,0,0,0
2,0,0,3,0,157,0,0,0,0,0
2,0,1,2,0,89,0,0,0,2,1
1,0,0,1,0,8,0,0,0,0,1
2,0,0,2,0,129,0,0,0,0,1
3,0,0,4,0,74,0,0,0,3,1
2,0,2,1,0,122,0,0,0,1,1
1,0,0,1,0,8,1,0,7,0,1
1,0,0,3,0,71,0,0,0,0,1
1,0,1,2,0,57,0,0,0,1,0
2,0,1,1,0,3,0,0,0,0,1
2,0,0,1,0,2,0,0,0,1,1
2,0,0,1,0,56,0,0,0,0,1
2,0,2,2,1,64,0,0,0,2,1
1,0,0,1,0,16,0,0,0,1,1
1,0,0,2,0,39,0,0,0,0,1
2,1,0,4,0,51,0,0,0,2,1
2,0,0,4,1,75,0,0,0,0,1
2,0,0,4,0,197,0,0,0,1,0
2,0,2,0,0,10,0,0,0,1,1
1,0,0,2,0,119,0,0,0,0,1
3,0,0,3,0,69,0,0,0,0,0
2,0,0,2,0,142,0,0,0,0,0
2,0,1,3,0,11,0,0,0,1,1
2,0,0,3,0,7,0,0,0,0,1
1,0,0,1,0,1,0,0,0,0,1
3,0,0,3,0,160,0,0,0,0,0
2,0,2,1,0,145,0,0,0,0,1
2,0,0,2,0,72,0,0,0,1,1
2,0,2,1,0,117,0,0,0,0,0
1,0,0,1,0,225,0,0,0,1,0
2,0,4,10,0,15,0,0,0,1,0
2,0,0,5,0,34,0,0,0,1,1
2,0,0,2,0,346,0,0,0,1,0
1,0,1,2,0,204,0,0,0,0,0
2,0,1,2,0,163,0,0,0,0,1
2,0,1,2,0,185,0,0,0,0,1
1,0,0,2,0,188,0,0,0,0,0
3,0,1,1,0,48,0,0,0,2,1
1,0,0,1,0,0,0,0,0,0,1
2,0,1,1,0,301,0,0,0,1,0
2,0,2,7,0,94,0,0,0,0,0
1,0,1,2,0,28,0,0,0,1,1
2,0,0,1,0,3,0,0,0,1,1
2,0,0,1,1,5,0,0,0,1,1
3,0,2,1,0,103,0,0,0,0,1
2,0,1,0,0,0,0,0,0,0,1
2,2,0,2,0,7,0,0,0,1,1
2,0,1,5,0,8,0,0,0,1,1
2,0,1,2,0,9,0,0,0,0,1
2,0,1,5,0,172,0,0,0,0,1
2,1,1,3,0,78,0,0,0,2,1
2,0,2,3,0,92,0,0,0,0,0
1,0,1,2,0,219,0,0,0,0,1
2,0,2,2,0,7,0,0,0,1,1
2,0,0,5,0,140,0,0,0,0,1
2,0,2,2,0,99,0,0,0,0,0
2,0,0,3,0,83,0,0,0,1,0
2,0,0,3,0,50,0,0,0,0,1
2,0,2,2,0,63,0,0,0,1,1
1,0,2,2,0,75,0,0,0,2,1
2,0,0,2,0,61,0,0,0,0,0
2,0,0,1,0,146,0,0,0,2,1
2,0,2,3,0,26,0,0,0,0,1
2,0,2,1,0,1,0,0,0,2,1
2,0,0,2,0,346,0,0,0,1,0
2,0,0,1,0,64,0,0,0,0,0
3,0,0,3,0,64,0,0,0,2,1
2,0,0,1,0,116,0,0,0,1,1
2,0,2,3,0,25,0,0,0,0,1
3,0,1,3,0,262,0,0,0,0,1
1,0,0,1,0,14,0,0,0,0,1
1,0,0,1,0,5,0,0,0,0,1
1,0,0,3,0,94,0,0,0,0,0
1,0,1,3,0,118,0,0,0,0,1
1,0,2,3,0,115,0,0,0,0,0
1,0,4,5,0,27,0,0,0,0,0
2,0,0,3,0,172,0,0,0,0,0
2,0,2,0,0,386,0,0,0,1,0
1,0,0,1,0,9,0,0,0,0,1
1,0,0,3,0,276,0,0,0,0,1
2,2,0,1,0,50,0,0,0,0,0
2,0,1,2,0,89,0,0,0,1,1
2,0,2,1,0,27,0,0,0,1,1
2,1,0,2,0,38,0,0,0,2,1
2,0,1,2,0,172,0,0,0,1,1
1,0,0,2,0,188,0,0,0,0,0
2,0,2,2,0,45,0,0,0,0,1
3,0,4,5,0,42,0,0,0,2,1
2,0,1,1,0,38,0,0,0,1,1
1,0,1,1,0,32,0,0,0,1,1
2,0,2,8,0,302,0,0,0,1,1
2,0,0,3,0,46,0,0,0,2,1
2,0,2,0,0,20,0,0,0,0,1
2,0,1,2,0,309,0,0,0,0,1
2,0,2,2,0,69,0,0,0,1,1
1,0,1,0,0,7,0,0,0,0,1
2,0,0,4,0,111,0,0,0,0,1
1,0,0,1,0,73,0,0,0,0,1
2,0,0,2,0,245,0,0,0,0,0
2,0,1,4,0,270,0,0,0,0,1
0,2,0,3,0,1,0,0,0,0,1
2,0,0,2,0,0,1,0,1,0,1
2,0,0,2,0,315,0,0,0,0,1
1,0,1,0,0,24,0,0,0,1,1
2,0,2,2,0,99,0,0,0,0,0
2,0,1,3,0,37,0,0,0,1,1
2,0,0,1,0,41,0,0,0,0,1
1,0,0,2,0,123,0,0,0,1,1
2,0,0,3,0,13,0,0,0,1,1
2,0,0,3,0,30,0,0,0,1,1
1,0,0,3,0,55,0,0,0,2,1
3,0,2,3,0,56,0,0,0,2,1
2,0,2,2,0,104,0,0,0,1,1
2,0,1,5,0,110,0,0,0,1,1
2,0,0,1,0,55,0,0,0,0,1
2,0,0,1,0,181,0,0,0,0,0
2,0,0,2,0,39,0,0,0,0,1
2,0,2,3,0,268,0,0,0,0,0
2,0,1,1,0,4,0,0,0,0,0
2,0,0,0,0,33,0,0,0,1,1
2,0,1,3,0,322,0,0,0,0,0
2,0,1,3,0,20,0,0,0,1,1
2,0,2,2,0,153,0,0,0,1,1
2,0,0,1,0,34,0,0,0,0,1
2,0,2,3,0,33,0,0,0,0,1
2,2,2,1,0,57,0,0,0,2,1
2,0,0,2,0,192,0,0,0,0,0
2,0,2,3,0,211,0,0,0,0,0
3,0,2,1,0,139,0,0,0,0,0
2,0,0,3,0,85,0,0,0,0,0
1,0,1,0,0,61,0,0,0,0,1
2,0,0,1,0,13,0,0,0,1,1
2,0,0,3,0,146,0,0,0,0,1
2,0,0,2,0,32,0,0,0,1,1
2,2,2,2,0,15,0,0,0,2,1
2,0,1,1,0,251,0,0,0,1,1
2,0,1,3,0,172,0,0,0,0,0
2,0,0,3,0,106,0,0,0,1,1
2,0,0,2,0,53,0,0,0,1,1
2,0,2,1,0,36,0,0,0,1,1
