Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km)
1.6,4,9.0,7.8,8.4,199
1.6,4,9.0,7.6,8.4,197
1.6,4,9.5,8.3,8.9,209
3.5,6,11.1,7.8,9.6,225
1.6,4,8.9,6.8,7.9,186
1.6,4,8.7,6.8,7.9,185
3.5,6,11.0,8.3,9.8,230
3.5,6,11.2,8.4,9.9,232
2.0,4,9.8,9.0,9.4,220
3.5,6,11.6,8.5,10.2,240
3.5,6,12.1,8.9,10.7,250
3.5,6,12.4,9.2,11.0,258
2.0,4,8.8,7.3,8.1,191
2.0,4,10.0,8.1,9.2,216
2.0,4,9.1,7.5,8.4,197
2.5,4,9.2,7.0,8.2,192
2.5,4,9.6,7.4,8.6,203
1.6,4,8.9,7.3,8.2,193
1.6,4,9.1,7.3,8.3,195
1.8,4,8.1,6.3,7.3,171
1.8,4,9.0,6.8,8.0,187
1.6,4,9.4,7.8,8.7,205
1.6,4,9.5,7.6,8.7,204
5.6,8,15.0,11.2,13.3,312
5.6,8,15.2,11.1,13.4,315
5.6,8,16.0,12.0,14.2,333
1.6,4,7.6,6.2,7.0,164
1.6,4,8.6,6.6,7.7,180
3.0,6,10.6,8.0,9.4,221
3.0,6,11.8,8.1,10.1,237
3.0,6,10.8,8.3,9.7,227
3.0,6,12.0,8.2,10.3,241
3.0,6,10.8,8.3,9.7,226
3.0,6,12.1,8.3,10.4,242
3.0,6,10.8,8.4,9.7,228
3.0,6,12.1,8.3,10.4,243
3.0,6,10.7,8.3,9.6,225
3.0,6,12.1,8.3,10.4,242
3.0,6,11.0,8.4,9.8,230
3.0,6,12.2,8.5,10.5,246
3.0,6,11.0,8.5,9.9,232
3.0,6,12.1,8.4,10.4,243
3.0,6,10.9,8.5,9.9,231
3.0,6,12.2,8.5,10.5,246
3.0,6,10.9,8.4,9.8,228
3.0,6,12.2,8.5,10.5,246
3.0,6,11.1,8.6,10.0,233
3.0,6,12.2,8.5,10.5,246
3.8,6,12.6,9.9,11.4,266
3.8,6,12.6,9.9,11.4,267
3.8,6,12.6,9.9,11.4,266
3.8,6,12.6,9.9,11.4,267
2.0,4,10.5,8.0,9.4,219
2.0,4,11.0,8.3,9.8,229
2.5,4,11.0,8.4,9.9,230
2.5,4,12.1,9.0,10.7,249
3.6,6,12.9,9.7,11.5,268
3.6,6,13.6,10.2,12.1,281
3.6,6,13.9,9.6,12.0,281
3.6,6,14.5,10.4,12.6,296
4.8,8,16.7,11.2,14.2,334
4.8,8,16.7,11.2,14.2,334
2.0,4,10.5,8.0,9.4,219
2.0,4,11.0,8.3,9.8,229
2.5,4,11.0,8.4,9.9,230
2.5,4,12.1,9.0,10.7,249
2.0,4,11.6,9.3,10.6,248
3.0,6,13.7,10.3,12.2,285
3.0,6,13.8,10.3,12.3,287
3.6,6,14.2,10.1,12.3,287
3.6,6,13.9,9.6,11.9,280
3.6,6,19.7,13.8,17.0,283
5.7,8,17.0,12.0,14.8,346
5.7,8,15.7,11.0,13.6,319
3.0,6,11.8,8.6,10.4,278
3.6,6,14.5,10.2,12.6,294
3.6,6,20.7,14.7,18.0,300
5.7,8,17.5,12.7,15.4,361
5.7,8,16.1,11.5,14.0,328
3.0,6,12.3,8.8,10.8,289
2.4,4,11.2,8.3,9.9,232
6.6,12,20.0,12.6,16.7,390
6.6,12,20.0,12.6,16.7,390
6.6,12,20.0,12.6,16.7,390
6.7,12,20.7,12.7,17.1,400
6.7,12,20.7,12.7,17.1,400
6.7,12,20.7,12.7,17.1,400
6.7,12,20.6,12.8,17.1,401
6.6,12,19.0,12.5,16.1,375
0.9,3,7.0,6.3,6.7,152
2.0,4,9.7,7.2,8.6,200
2.0,4,11.1,8.0,9.7,228
2.0,4,9.1,7.2,8.2,193
2.0,4,10.3,7.8,9.2,216
2.0,4,10.2,8.6,9.5,223
2.5,4,9.2,7.4,8.4,196
2.5,4,10.9,8.3,9.7,228
2.0,4,8.3,6.4,7.5,174
2.0,4,10.0,7.5,8.9,208
2.0,4,8.4,6.5,7.5,176
2.0,4,10.1,7.7,9.0,211
2.5,4,9.3,7.0,8.3,194
2.5,4,10.7,7.9,9.5,222
3.6,6,11.9,8.3,10.3,241
2.5,4,9.4,7.3,8.4,198
2.5,4,11.0,8.3,9.8,229
3.6,6,12.0,8.7,10.5,247
2.0,4,12.5,9.6,11.2,255
2.0,4,11.3,8.5,10.0,235
2.5,4,13.8,10.2,12.2,285
4.0,6,14.3,12.0,13.3,310
4.0,6,14.3,12.0,13.3,310
2.0,4,9.9,7.3,8.7,204
2.0,4,11.3,8.3,9.9,232
3.5,6,11.4,7.7,9.7,226
2.5,4,9.8,7.1,8.6,199
3.5,6,11.0,7.8,9.6,224
2.5,4,5.6,6.2,5.9,137
2.5,4,5.8,6.3,6.0,141
1.8,4,8.3,6.5,7.5,174
1.8,4,8.3,6.7,7.5,178
1.8,4,8.4,6.5,7.5,176
1.8,4,7.8,5.9,6.9,163
1.8,4,8.0,6.3,7.2,168
1.8,4,8.3,6.5,7.5,176
1.8,4,8.8,6.8,7.9,185
3.5,6,11.8,8.7,10.3,243
3.5,6,12.1,9.0,10.6,251
3.5,6,12.0,8.9,10.6,247
3.5,6,11.7,8.8,10.4,242
3.5,6,8.1,8.5,8.3,193
1.8,4,4.4,4.6,4.5,105
1.5,4,4.9,5.5,5.1,120
1.8,4,5.5,6.0,5.8,135
2.5,4,10.3,8.0,9.2,217
2.5,4,10.0,7.8,9.0,210
2.5,4,10.5,8.3,9.5,222
2.5,4,10.7,8.4,9.7,226
2.5,4,6.9,7.8,7.3,170
5.7,8,18.7,13.8,16.5,380
3.5,6,12.5,8.9,10.9,255
3.5,6,13.4,9.6,11.7,274
2.7,4,12.1,10.1,11.2,263
3.5,6,12.6,10.0,11.4,268
2.7,4,12.7,10.6,11.7,274
2.7,4,12.4,11.4,11.9,279
3.5,6,13.2,10.7,12.0,283
3.5,6,13.8,11.6,12.8,301
3.5,6,13.8,11.7,12.9,300
4.6,8,15.8,12.3,14.2,334
5.7,8,17.2,12.9,15.3,358
4.6,8,16.8,12.6,14.9,349
5.7,8,18.1,13.9,16.2,378
1.5,4,7.3,5.8,6.6,155
1.5,4,7.8,6.0,6.8,164
1.5,4,7.9,6.8,7.4,173
1.5,4,7.8,6.5,7.2,168
1.8,4,9.7,7.2,8.5,199
1.8,4,9.5,7.1,8.4,198
1.8,4,9.6,7.5,8.6,201
1.8,4,9.7,7.2,8.5,199
3.6,6,13.9,9.3,11.8,277
1.8,4,9.4,6.7,8.2,192
1.8,4,9.3,6.6,8.1,190
2.0,4,9.6,7.2,8.5,199
2.0,4,9.7,7.0,8.5,198
2.0,4,10.4,7.9,9.3,216
2.0,4,10.9,7.7,9.4,220
1.8,4,10.6,8.0,9.4,220
1.8,4,9.3,6.9,8.2,192
1.8,4,9.6,6.8,8.3,194
1.8,4,10.6,8.0,9.4,220
1.4,4,8.5,6.2,7.4,175
1.4,4,8.3,5.9,7.2,168
1.8,4,9.4,6.8,8.2,193
2.0,4,9.8,7.4,8.7,205
2.0,4,10.2,7.2,8.9,208
1.8,4,10.1,7.0,8.7,204
3.6,6,11.9,8.5,10.4,242
2.0,4,11.7,9.6,10.7,256
2.0,4,12.0,10.0,11.1,263
3.6,6,13.8,10.4,12.2,287
2.0,4,9.6,7.0,8.4,198
2.0,4,10.7,7.8,9.4,219
2.0,4,9.6,7.0,8.4,198
2.0,4,10.7,7.8,9.4,219
2.0,4,10.9,7.7,9.5,221
2.0,4,11.8,8.5,10.3,241
2.0,4,10.8,7.8,9.4,220
2.0,4,10.1,7.0,8.7,204
2.0,4,10.8,7.6,9.4,219
2.0,4,9.6,7.0,8.4,198
2.0,4,10.7,7.8,9.4,219
2.0,4,10.9,7.7,9.5,221
2.0,4,11.8,8.5,10.3,241
2.0,4,10.8,7.8,9.4,220
2.0,4,10.1,7.0,8.7,204
2.0,4,10.8,7.6,9.4,219
2.0,4,10.7,7.9,9.4,221
2.0,4,10.4,7.8,9.2,216
2.0,4,11.3,8.4,10.0,233
2.0,4,11.7,8.7,10.4,244
2.0,4,10.6,9.1,10.0,232
2.0,4,10.8,9.5,10.2,239
2.0,4,11.5,9.6,10.6,249
2.4,4,9.4,6.8,8.2,192
3.5,6,12.6,9.0,11.0,259
3.5,6,12.2,9.0,10.7,251
3.0,6,9.1,9.0,9.0,210
3.5,6,11.1,10.8,11.0,261
3.5,6,12.4,8.7,10.7,250
3.5,6,8.4,8.2,8.4,196
2.4,4,10.0,7.1,8.7,205
2.4,4,10.2,7.4,8.9,209
3.5,6,11.4,7.7,9.8,228
3.5,6,12.0,8.2,10.3,240
1.8,4,9.7,6.9,8.4,197
1.8,4,9.7,6.9,8.4,197
2.0,4,10.0,7.2,8.7,205
2.0,4,10.5,7.7,9.2,217
2.9,6,13.8,9.6,11.9,280
2.0,4,10.8,8.3,9.6,226
2.9,6,14.1,10.4,12.4,292
4.0,8,13.0,9.8,11.5,271
5.2,12,15.5,11.4,13.7,322
6.0,12,16.7,10.9,14.1,332
6.0,12,17.5,11.4,14.7,346
2.0,4,9.1,6.8,8.0,188
2.0,4,9.7,7.5,8.7,205
2.0,4,10.8,8.0,9.5,223
2.0,4,8.6,6.4,7.6,177
2.0,4,10.0,7.0,8.7,203
2.0,4,9.9,7.1,8.7,204
2.0,4,10.5,7.9,9.3,217
2.0,4,10.0,7.0,8.7,203
2.0,4,9.9,7.1,8.7,204
2.0,4,10.0,7.0,8.7,203
2.0,4,10.0,7.0,8.7,203
2.0,4,10.6,7.5,9.2,216
3.0,6,11.5,8.2,10.0,235
3.0,6,11.5,8.2,10.0,235
3.0,6,12.6,8.0,10.5,247
4.0,8,15.1,9.1,12.4,290
4.0,8,15.1,9.1,12.4,290
2.0,4,11.6,8.3,10.1,236
2.0,4,11.9,8.4,10.3,240
2.0,4,10.4,8.6,9.6,226
2.0,4,12.2,9.5,11.0,258
3.0,6,12.6,9.4,11.1,260
5.2,10,16.0,9.5,13.1,304
5.2,10,17.1,11.3,14.5,338
5.2,10,17.1,11.3,14.5,338
2.5,5,12.4,8.3,10.5,248
2.9,6,12.9,8.9,11.1,260
4.0,8,17.0,9.6,13.7,318
2.0,4,10.6,8.3,9.6,223
3.0,6,11.5,8.0,9.9,232
3.0,6,11.5,8.0,9.9,232
3.0,6,11.9,8.1,10.2,239
3.0,6,11.5,8.0,9.9,232
4.0,8,15.0,10.0,12.8,298
4.0,8,15.0,10.0,12.8,298
4.0,8,16.2,9.9,13.4,313
3.0,6,12.7,10.0,11.5,270
2.0,4,10.1,7.8,9.1,209
2.0,4,10.1,7.8,9.1,209
2.5,5,12.3,8.2,10.5,245
2.0,4,10.3,8.6,9.5,222
6.0,12,18.8,12.2,15.9,370
6.0,12,20.4,12.0,16.6,389
6.0,12,20.4,12.0,16.6,389
4.0,8,18.8,10.7,15.1,353
6.0,12,20.4,12.0,16.6,389
6.8,8,20.9,13.0,17.3,405
2.0,4,9.8,6.8,8.4,197
2.0,4,11.1,7.3,9.4,219
2.0,4,10.2,7.2,8.9,208
2.0,4,9.9,7.1,8.6,202
2.0,4,7.8,5.9,7.0,184
2.0,4,7.8,5.9,7.0,184
2.0,4,10.2,7.2,8.9,208
2.0,4,10.2,7.2,8.9,208
2.0,4,10.2,7.2,8.9,208
3.0,6,9.2,6.2,7.8,183
3.0,6,12.1,8.1,10.3,240
3.0,6,11.1,7.5,9.5,223
3.0,6,12.2,8.4,10.5,245
3.0,6,11.8,7.9,10.0,235
2.0,4,10.7,7.3,9.1,214
2.0,4,10.2,7.2,8.9,208
2.0,4,10.2,7.2,8.9,208
3.0,6,9.2,6.2,7.8,183
3.0,6,12.1,8.1,10.3,240
3.0,6,11.8,7.9,10.0,235
3.0,6,11.1,7.5,9.5,223
3.0,6,12.2,8.4,10.5,245
3.0,6,11.1,7.5,9.5,223
2.0,4,10.2,7.2,8.9,208
3.0,6,11.6,8.1,10.0,236
3.0,6,12.3,8.4,10.5,248
3.0,6,12.3,8.4,10.5,248
3.0,6,11.9,8.4,10.3,241
4.4,8,14.7,9.6,12.4,292
4.4,8,14.0,10.0,12.2,286
4.4,8,14.7,9.6,12.4,292
4.4,8,14.7,9.6,12.4,292
4.4,8,14.3,9.4,12.1,283
4.4,8,14.7,9.6,12.4,292
3.0,6,11.8,8.9,10.5,245
3.0,6,13.1,9.2,11.4,267
3.0,6,10.9,7.7,9.5,222
3.0,6,12.7,8.7,10.9,255
3.0,6,10.9,7.7,9.5,222
3.0,6,12.5,8.4,10.7,249
3.0,6,11.2,7.8,9.7,227
3.0,6,11.2,7.8,9.7,227
3.0,6,13.5,9.9,11.9,280
3.0,6,13.5,9.3,11.6,273
3.0,6,14.5,10.5,12.7,299
3.0,6,13.8,9.4,11.9,280
3.0,6,13.5,9.9,11.9,280
3.0,6,13.5,9.3,11.6,273
4.4,8,14.3,9.4,12.1,283
4.4,8,17.3,11.6,14.7,344
4.4,8,16.2,10.9,13.8,324
4.4,8,17.3,11.6,14.7,344
4.4,8,16.2,10.9,13.8,324
4.4,8,17.3,11.6,14.7,344
4.4,8,16.2,10.9,13.8,324
6.6,12,17.7,11.9,15.1,355
2.0,4,10.7,7.5,9.3,217
2.0,4,11.0,7.7,9.5,222
2.0,4,10.8,8.0,9.5,223
3.0,6,11.7,8.6,10.3,241
2.0,4,11.8,8.6,10.3,240
3.0,6,12.9,9.5,11.4,266
3.0,6,10.3,8.0,9.3,246
3.0,6,13.0,9.8,11.5,270
4.4,8,15.4,11.2,13.5,317
4.4,8,16.6,12.1,14.6,341
3.0,6,13.0,9.8,11.5,270
4.4,8,15.4,11.2,13.5,317
4.4,8,16.6,12.1,14.6,341
8.0,16,26.8,16.6,22.2,522
3.6,6,12.9,9.0,11.2,263
3.6,6,13.8,9.4,11.8,277
1.4,4,9.3,7.2,8.3,194
1.4,4,8.6,7.1,7.9,185
1.4,4,9.9,7.8,8.9,210
1.4,4,9.0,7.6,8.3,196
2.0,4,11.8,9.1,10.6,248
2.5,4,11.1,8.6,10.0,234
3.6,6,11.3,7.9,9.7,228
2.5,4,9.3,6.7,8.1,190
3.6,6,11.8,8.0,10.1,237
2.0,4,10.7,7.4,9.2,217
2.0,4,11.0,8.0,9.6,227
3.6,6,12.4,8.7,10.7,250
2.0,4,10.5,7.7,9.2,216
2.0,4,12.0,8.2,10.3,240
3.6,6,11.6,8.0,10.0,234
2.0,4,10.8,7.9,9.5,222
3.6,6,12.1,8.6,10.5,247
3.6,6,13.9,9.4,11.9,291
3.6,6,14.4,10.4,12.6,295
2.0,4,11.0,7.8,9.5,224
3.0,6,13.0,9.1,11.2,263
3.6,6,13.0,8.9,11.1,261
2.0,4,11.0,7.8,9.5,224
3.6,6,11.6,8.0,10.0,234
2.0,4,11.2,8.2,9.8,229
3.6,6,12.1,8.6,10.5,247
3.6,6,15.0,9.9,12.7,311
6.2,8,16.5,11.1,14.0,329
6.2,8,16.6,10.9,14.0,329
3.6,6,12.1,8.9,10.6,250
3.6,6,12.8,9.3,11.2,263
3.6,6,13.2,8.5,11.1,260
3.6,6,13.7,9.0,11.6,272
3.6,6,15.0,10.2,12.8,302
2.0,4,10.8,7.6,9.4,220
2.0,4,11.9,7.9,10.1,235
3.6,6,12.3,8.2,10.4,246
3.6,6,14.4,8.4,11.7,274
6.2,8,14.2,8.7,11.7,273
6.2,8,14.3,9.4,12.1,284
6.2,8,18.8,11.3,15.4,361
6.2,8,17.1,12.0,14.8,348
2.0,4,9.8,8.8,9.3,218
2.5,4,12.1,9.2,10.8,253
2.5,4,11.9,9.2,10.7,251
2.8,4,10.8,8.0,9.6,257
3.6,6,13.4,9.6,11.7,274
2.5,4,12.6,9.8,11.3,266
2.8,4,12.1,8.3,10.4,279
3.6,6,14.1,10.0,12.2,288
2.8,4,12.5,10.7,11.7,315
3.6,6,15.0,13.0,14.1,331
6.2,8,15.5,9.2,12.7,297
6.2,8,14.2,9.0,11.9,278
6.2,8,17.6,10.3,14.3,336
6.2,8,15.6,10.6,13.4,312
1.4,4,8.0,5.9,7.1,166
1.4,4,8.6,5.8,7.4,172
1.4,4,8.1,6.0,7.2,169
1.6,4,7.7,5.0,6.5,175
1.6,4,7.8,4.6,6.3,170
1.4,4,8.1,6.2,7.3,172
1.4,4,8.6,6.2,7.5,175
1.4,4,8.4,6.4,7.5,176
1.6,4,7.8,5.2,6.6,178
1.6,4,8.1,4.9,6.7,180
1.5,4,9.2,7.3,8.3,195
1.6,4,8.5,6.0,7.4,198
1.5,4,9.8,7.9,8.9,209
1.6,4,8.5,6.1,7.4,198
2.0,4,10.9,8.3,9.7,228
2.5,4,10.9,7.9,9.5,224
3.6,6,12.7,8.5,10.8,254
3.6,6,17.2,11.6,14.6,245
1.5,4,8.8,6.5,7.8,181
2.0,4,10.5,7.4,9.1,213
1.8,4,4.8,5.5,5.1,121
4.3,6,13.4,10.0,11.8,278
4.3,6,19.3,14.4,17.1,284
5.3,8,14.6,10.3,12.7,298
5.3,8,14.6,10.3,12.7,298
5.3,8,19.7,13.9,17.1,283
5.3,8,14.9,10.9,13.1,307
6.2,8,15.9,11.2,13.8,324
5.3,8,13.4,10.0,11.8,278
4.3,6,14.1,10.6,12.5,294
4.3,6,20.2,15.2,18.0,296
5.3,8,15.0,10.7,13.1,307
5.3,8,15.0,10.7,13.1,307
5.3,8,21.0,15.0,18.3,309
5.3,8,15.6,11.6,13.8,324
6.2,8,16.0,11.7,14.1,331
5.3,8,14.4,11.2,13.0,304
1.4,4,8.8,6.6,7.8,184
1.4,4,8.4,6.3,7.4,174
1.8,4,9.3,7.0,8.3,193
1.8,4,9.2,6.8,8.1,190
1.4,4,8.8,6.6,7.8,184
1.4,4,8.4,6.3,7.4,174
1.8,4,9.3,7.0,8.3,193
1.8,4,9.2,6.8,8.1,190
1.4,4,7.8,6.2,7.1,167
1.4,4,8.0,6.0,7.1,166
5.3,8,15.1,10.4,13.0,305
5.3,8,15.1,10.4,13.0,305
5.3,8,19.8,13.9,17.2,285
5.3,8,15.3,10.9,13.3,313
5.3,8,15.3,10.9,13.3,312
5.3,8,22.3,15.7,19.3,321
5.3,8,15.1,10.4,13.0,305
5.3,8,15.1,10.4,13.0,305
5.3,8,19.8,13.9,17.2,285
5.3,8,15.2,10.8,13.2,310
5.3,8,15.2,10.8,13.2,310
5.3,8,20.8,14.5,18.0,299
6.2,8,16.4,10.7,13.8,325
2.0,4,11.7,9.0,10.5,246
3.6,6,12.9,8.7,11.0,258
3.6,6,13.7,9.4,11.8,276
1.4,4,9.3,7.2,8.3,194
1.4,4,9.2,7.1,8.2,194
1.4,4,9.9,7.8,8.9,210
3.6,6,12.4,7.8,10.3,242
3.6,6,12.4,7.8,10.3,242
3.6,6,17.1,10.6,14.2,234
5.7,8,14.7,9.4,12.3,289
3.6,6,12.8,8.7,11.0,258
3.6,6,12.8,8.7,11.0,258
3.6,6,17.6,12.0,15.0,248
3.6,6,12.9,8.4,10.9,259
3.6,6,12.4,8.4,10.6,249
3.6,6,12.4,7.8,10.3,242
5.7,8,15.6,10.1,13.1,307
6.4,8,16.7,10.4,13.9,325
5.7,8,14.7,9.4,12.3,289
6.4,8,15.6,9.6,12.9,302
3.6,6,12.8,8.7,11.0,258
3.6,6,12.8,8.7,11.0,258
3.6,6,17.6,12.0,15.0,248
6.4,8,16.7,10.4,13.9,325
6.4,8,15.6,9.6,12.9,302
6.2,8,17.6,10.7,14.5,339
6.2,8,17.6,10.7,14.5,339
6.2,8,18.1,11.4,15.1,352
3.6,6,13.7,9.0,11.6,271
3.6,6,13.7,9.0,11.6,271
3.6,6,18.9,12.7,16.1,268
3.6,6,12.4,7.8,10.3,242
3.6,6,12.4,7.8,10.3,242
3.6,6,17.1,10.6,14.2,234
5.7,8,15.6,9.7,12.9,302
5.7,8,14.7,9.4,12.3,289
6.4,8,15.6,9.6,12.9,302
3.6,6,12.8,8.7,11.0,258
3.6,6,12.8,8.7,11.0,258
3.6,6,17.6,12.0,15.0,248
5.7,8,16.0,10.1,13.3,312
6.4,8,15.6,9.6,12.9,302
6.2,8,17.6,10.7,14.5,339
3.6,6,12.7,9.6,11.3,265
5.7,8,16.7,10.9,14.1,331
6.4,8,18.3,12.2,15.6,363
3.6,6,13.7,9.4,11.8,276
3.6,6,19.4,13.3,16.7,274
2.4,4,12.7,9.2,11.1,261
3.6,6,14.2,9.5,12.1,284
3.6,6,19.1,13.2,16.4,274
3.6,6,14.5,10.0,12.4,292
1.4,4,9.3,6.5,8.0,187
1.4,4,9.0,6.7,7.9,185
1.4,4,9.7,7.4,8.7,202
1.4,4,8.4,7.0,7.8,182
1.4,4,9.7,7.4,8.7,202
1.4,4,8.4,7.0,7.8,182
1.4,4,10.7,7.9,9.4,221
1.4,4,9.5,7.1,8.4,197
2.4,4,10.7,7.8,9.4,220
2.4,4,11.0,8.0,9.7,226
2.0,4,5.7,6.2,5.9,138
1.0,3,8.6,8.1,8.4,195
2.0,4,10.2,8.0,9.3,217
2.0,4,11.5,8.0,9.9,233
2.0,4,11.3,8.0,9.9,231
3.5,6,13.5,9.1,11.5,270
2.0,4,11.9,8.7,10.5,246
2.7,6,13.8,9.8,12.0,282
3.5,6,14.2,10.2,12.4,291
1.5,4,10.2,7.8,9.1,214
2.5,4,11.1,8.1,9.7,229
2.5,4,15.2,10.9,13.3,219
1.5,4,10.7,8.3,9.6,226
2.0,4,11.5,8.8,10.3,241
3.5,6,13.8,10.7,12.4,291
3.5,6,14.9,11.2,13.2,311
2.3,4,12.6,8.6,10.8,254
3.5,6,13.9,9.8,12.1,283
3.5,6,18.7,13.0,16.2,269
2.3,4,13.1,9.2,11.4,267
3.5,6,14.8,10.7,13.0,305
3.5,6,14.5,10.6,12.7,299
3.5,6,19.7,14.3,17.3,288
2.7,6,11.9,9.0,10.6,249
2.7,6,12.0,9.4,10.8,253
2.7,6,12.3,9.4,11.0,258
3.0,6,10.8,8.0,9.5,256
3.0,6,10.8,8.4,9.7,260
3.3,6,12.3,9.4,11.0,259
3.3,6,12.3,9.3,10.9,257
3.3,6,16.8,12.7,14.9,248
3.3,6,12.4,9.8,11.2,263
3.3,6,12.4,9.8,11.2,263
3.3,6,16.8,12.7,14.9,248
3.5,6,13.6,10.1,12.0,282
3.5,6,13.6,10.7,12.3,288
3.5,6,13.7,11.2,12.5,293
5.0,8,14.1,10.4,12.4,292
5.0,8,13.9,10.2,12.2,286
5.0,8,20.2,14.0,17.4,288
5.0,8,14.7,11.2,13.1,308
5.0,8,14.7,11.2,13.1,307
5.0,8,20.2,14.0,17.4,288
5.0,8,14.7,11.8,13.8,324
5.0,8,14.7,11.8,13.8,323
5.0,8,20.3,14.0,17.4,288
2.7,6,12.6,9.8,11.3,265
2.7,6,13.1,10.2,11.8,277
2.7,6,13.1,9.8,11.6,272
3.0,6,11.8,9.3,10.7,288
3.0,6,11.8,9.3,10.7,288
3.0,6,11.2,8.4,9.9,266
3.3,6,13.0,10.3,11.8,277
3.3,6,12.9,10.2,11.7,273
3.3,6,17.6,13.7,15.8,263
3.3,6,13.8,10.7,12.4,291
3.3,6,13.8,10.7,12.4,291
3.3,6,17.5,13.7,15.8,262
3.5,6,14.3,10.5,12.6,295
3.5,6,14.4,10.6,12.7,297
3.5,6,14.5,11.2,13.0,305
5.0,8,14.6,10.9,13.0,304
5.0,8,15.1,11.0,13.3,311
5.0,8,20.0,15.6,18.0,300
5.0,8,14.7,11.8,13.8,324
5.0,8,15.1,11.8,13.8,324
5.0,8,20.0,15.6,18.0,300
5.0,8,15.7,12.4,14.2,334
5.0,8,16.1,12.4,14.5,339
5.0,8,21.4,17.2,19.5,325
3.5,6,15.6,13.2,14.5,339
1.6,4,8.6,6.4,7.6,179
1.6,4,8.6,6.7,7.8,182
1.6,4,9.0,7.1,8.2,192
3.5,6,14.7,10.2,12.7,298
3.5,6,14.7,10.7,12.9,303
3.5,6,15.7,11.2,13.7,322
1.0,3,8.5,6.2,7.5,176
1.0,3,7.9,5.9,7.0,164
2.0,4,8.9,6.1,7.7,179
2.0,4,9.8,7.0,8.5,200
2.0,4,9.5,6.9,8.3,196
2.3,4,12.2,9.0,10.8,252
2.0,4,10.5,7.8,9.3,219
1.5,4,10.0,7.0,8.7,203
2.0,4,11.2,7.6,9.6,225
2.5,4,11.3,7.4,9.5,223
2.0,4,11.8,8.2,10.2,238
2.7,6,13.8,9.1,11.8,277
2.0,4,5.5,5.6,5.6,131
3.5,6,20.4,13.1,17.1,403
2.3,4,11.0,7.4,9.4,219
2.3,4,11.8,8.1,10.1,236
2.3,4,11.0,7.7,9.5,222
2.3,4,11.8,8.4,10.3,240
5.0,8,15.1,9.3,12.5,291
5.0,8,15.5,9.5,12.8,300
2.3,4,11.8,8.2,10.2,238
2.3,4,11.8,8.4,10.3,240
5.0,8,15.5,10.0,13.1,305
5.2,8,17.2,11.3,14.6,341
3.5,6,16.2,12.8,14.7,345
3.7,6,16.8,13.1,15.1,354
3.5,6,13.1,8.7,11.1,260
3.5,6,17.6,11.7,15.0,249
3.5,6,14.6,10.0,12.5,294
3.5,6,13.6,9.9,12.4,291
3.5,6,18.7,13.4,16.3,271
2.5,4,11.9,8.7,10.4,244
2.5,4,16.2,11.9,14.3,234
2.5,4,12.3,8.8,10.7,251
2.5,4,16.8,12.1,14.7,241
3.3,6,13.8,9.7,11.9,282
3.8,6,13.4,9.6,11.7,276
5.0,8,15.6,10.4,13.2,312
3.3,6,13.7,9.7,11.9,279
5.0,8,15.2,10.2,13.0,306
2.5,4,11.0,9.2,10.2,239
3.6,6,13.1,9.4,11.4,268
2.5,4,11.2,9.4,10.4,243
3.6,6,13.5,9.5,11.7,275
2.5,4,12.1,9.2,10.8,253
2.5,4,11.9,9.2,10.7,251
2.8,4,10.8,8.0,9.6,257
3.6,6,13.4,9.6,11.7,274
2.5,4,12.6,9.8,11.3,266
2.8,4,12.1,8.3,10.4,279
3.6,6,14.1,10.0,12.2,288
4.3,6,13.4,10.0,11.8,278
4.3,6,19.3,14.4,17.1,284
5.3,8,14.6,10.3,12.7,298
5.3,8,14.6,10.3,12.7,298
5.3,8,19.7,13.9,17.0,283
5.3,8,14.9,10.9,13.1,307
6.2,8,15.9,11.2,13.8,323
5.3,8,13.4,10.0,11.8,278
4.3,6,14.1,10.6,12.5,294
4.3,6,20.2,15.2,18.0,296
5.3,8,15.0,10.7,13.1,307
5.3,8,15.0,10.7,13.1,307
5.3,8,21.0,15.0,18.3,309
5.3,8,15.6,11.6,13.8,324
6.2,8,16.0,11.7,14.1,331
5.3,8,14.4,11.2,13.0,304
1.5,4,9.2,7.9,8.6,201
1.6,4,8.5,6.0,7.4,198
1.5,4,9.6,8.3,9.0,210
1.6,4,8.5,6.1,7.4,198
2.0,4,11.2,9.0,10.2,239
5.3,8,15.1,10.4,13.0,305
5.3,8,15.1,10.4,13.0,305
5.3,8,19.8,13.9,17.2,285
5.3,8,15.2,10.8,13.2,310
5.3,8,15.2,10.8,13.2,310
5.3,8,20.8,14.5,18.0,299
6.2,8,16.4,10.7,13.8,325
5.3,8,15.1,10.4,13.0,305
5.3,8,15.1,10.4,13.0,305
5.3,8,19.8,13.9,17.2,285
5.3,8,15.3,10.9,13.3,313
5.3,8,15.3,10.9,13.3,312
5.3,8,22.3,15.7,19.3,321
6.2,8,17.1,11.3,14.5,340
1.5,4,7.9,6.3,7.2,168
1.5,4,8.2,6.8,7.6,177
1.5,4,8.9,6.7,7.9,185
2.0,4,10.7,7.3,9.2,214
2.0,4,10.4,7.4,9.1,211
2.0,4,5.0,5.1,5.1,118
1.5,4,7.5,5.9,6.8,158
1.5,4,7.7,5.7,6.8,158
